"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
38084,"Fresno americano","03/12/2010 14:06","Medio (4 - 8 mts)",80,"Grande",-68.8472086205,-32.8726005836,6,"Residencial Norte",2694682.37982,0,0.0489919183310121,0
43321,"Paraiso","05/10/2011 13:20","Alto (> 8 mts)",158,"Grande",-68.8326402187,-32.8789100249,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.198119395412505,0
21002,"Fresno europeo","22/06/2011 09:31","Alto (> 8 mts)",160,"Grande",-68.8626382153,-32.9013055477,5,"Residencial Sur",2423808.92355,0,0.0890895109623671,0
23924,"Caducifolio","18/01/2012 09:12","Alto (> 8 mts)",80,"Grande",-68.852559308,-32.9003945294,2,"Barrio Civico",2366816.36021,0,0.0948703263420612,0
22184,"Morera","18/05/2011 09:16","Bajo (2 - 4 mts)",8,"Chico",-68.8559335495,-32.8982965061,5,"Residencial Sur",2423808.92355,0,0.544734133873135,1
16541,"Jacarand","19/07/2011 10:40","Bajo (2 - 4 mts)",39,"Mediano",-68.8407786329,-32.8649253999,4,"Cuarta Oeste",1173332.70145,0,0.196582411415875,0
1771,"Morera","25/11/2011 10:15","Medio (4 - 8 mts)",30,"Mediano",-68.8704596208,-32.8783969015,7,"Residencial Parque",1786336.08966,0,0.89233517809771,1
1792,"Acer","25/11/2011 09:18","Medio (4 - 8 mts)",78,"Grande",-68.8701075915,-32.8790120234,7,"Residencial Parque",1786336.08966,0,0.0433648305479437,0
21786,"Morera","13/05/2011 11:16","Alto (> 8 mts)",158,"Grande",-68.8560448791,-32.8933145026,5,"Residencial Sur",2423808.92355,0,0.0798477365169674,0
48254,"Fresno europeo","02/09/2011 10:17","Bajo (2 - 4 mts)",7,"Chico",-68.8303690603,-32.8701288537,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.32977142627351,0
16982,"Fresno americano","15/08/2011 11:44","Bajo (2 - 4 mts)",10,"Chico",-68.8382001942,-32.8649446918,4,"Cuarta Oeste",1173332.70145,0,0.650213388958946,1
19911,"Morera","28/06/2011 13:58","Medio (4 - 8 mts)",85,"Grande",-68.8335827592,-32.8629303778,4,"Cuarta Oeste",1173332.70145,0,0.726505620405078,1
13888,"Fresno europeo","19/12/2011 12:22","Muy bajo (1 - 2 mts)",15,"Chico",-68.8755500595,-32.8664236932,8,"Aeroparque",2203364.73622,0,0.13023080653511,0
21638,"Paraiso","10/06/2011 09:03","Alto (> 8 mts)",180,"Grande",-68.8543358515,-32.8966448948,5,"Residencial Sur",2423808.92355,0,0.771109491586685,1
3436,"Morera","19/08/2011 09:26","Medio (4 - 8 mts)",90,"Grande",-68.8290438572,-32.8671249549,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.175536113325506,0
26674,"Morera","14/11/2011 12:33","Alto (> 8 mts)",150,"Grande",-68.8319268543,-32.8930472366,3,"Parque O'Higgins",1531146.02653,0,0.619644462596625,1
31579,"Morera","13/06/2011 11:16","Alto (> 8 mts)",115,"Grande",-68.8592523202,-32.8891738574,5,"Residencial Sur",2423808.92355,1,0.178846039809287,0
8607,"Morera","31/01/2011 10:26","Alto (> 8 mts)",147,"Grande",-68.8384293784,-32.9035507078,2,"Barrio Civico",2366816.36021,0,0.152786837425083,0
21504,"Fresno americano","11/05/2011 10:51","Alto (> 8 mts)",95,"Grande",-68.8533941653,-32.8943491479,5,"Residencial Sur",2423808.92355,0,0.0911657102406025,0
37555,"Morera","16/11/2010 11:21","Alto (> 8 mts)",85,"Grande",-68.8571278316,-32.8692468214,6,"Residencial Norte",2694682.37982,0,0.0432596385944635,0
22725,"Morera","11/05/2011 10:07","Alto (> 8 mts)",104,"Grande",-68.8532805495,-32.9012712146,2,"Barrio Civico",2366816.36021,0,0.863968292716891,1
41875,"Conifera","04/05/2011 11:35","Alto (> 8 mts)",75,"Grande",-68.841342652,-32.8777653055,1,"Parque Central",1655357.93265,0,0.0842370516620576,0
37488,"Morera","15/11/2010 12:09","Alto (> 8 mts)",200,"Grande",-68.8569619853,-32.8699696044,6,"Residencial Norte",2694682.37982,0,0.642411233391613,1
14056,"Jacarand","05/12/2011 12:09","Medio (4 - 8 mts)",50,"Mediano",-68.8760657544,-32.867660498,8,"Aeroparque",2203364.73622,1,0.627080807695165,1
31871,"Morera","29/06/2011 10:28","Alto (> 8 mts)",73,"Grande",-68.8602359135,-32.8895495234,5,"Residencial Sur",2423808.92355,0,0.745437239762396,1
223,"Fresno europeo","06/03/2012 09:48","Muy bajo (1 - 2 mts)",16,"Chico",-68.8383855905,-32.8699559094,4,"Cuarta Oeste",1173332.70145,0,0.346653358312324,0
39706,"Fresno europeo","09/08/2010 11:19","Bajo (2 - 4 mts)",20,"Chico",-68.8451309377,-32.869988345,6,"Residencial Norte",2694682.37982,0,0.103149528615177,0
15367,"Paraiso","16/11/2011 12:19","Medio (4 - 8 mts)",110,"Grande",-68.8607476383,-32.870370074,7,"Residencial Parque",1786336.08966,0,0.934083376312628,1
42462,"Morera","30/09/2011 17:23","Alto (> 8 mts)",190,"Grande",-68.8321170655,-32.8758323862,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.38644369551912,0
37932,"Morera","18/11/2010 11:12","Alto (> 8 mts)",160,"Grande",-68.8496211926,-32.8738891425,6,"Residencial Norte",2694682.37982,0,0.68896772665903,1
31037,"Paraiso sombrilla","16/02/2011 11:07","Bajo (2 - 4 mts)",42,"Mediano",-68.8557753794,-32.8650043489,6,"Residencial Norte",2694682.37982,0,0.922896841540933,1
7722,"Caducifolio","31/05/2011 13:05","Bajo (2 - 4 mts)",44,"Mediano",-68.8563623708,-32.8837860793,5,"Residencial Sur",2423808.92355,0,0.384934751782566,0
70,"Fresno europeo","02/03/2012 13:46","Bajo (2 - 4 mts)",20,"Chico",-68.8569471413,-32.896200889,5,"Residencial Sur",2423808.92355,0,0.839607008500025,1
48331,"Fresno americano","19/08/2011 09:41","Medio (4 - 8 mts)",30,"Mediano",-68.8273427998,-32.8675364352,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0603701092768461,0
17674,"Morera","18/07/2011 11:41","Alto (> 8 mts)",180,"Grande",-68.8415884757,-32.868123443,4,"Cuarta Oeste",1173332.70145,1,0.364212613319978,0
24601,"Catalpa","07/02/2011 10:40","Alto (> 8 mts)",225,"Grande",-68.8435637058,-32.9030604585,2,"Barrio Civico",2366816.36021,0,0.0169306013267487,0
9369,"Morera","16/02/2011 09:12","Bajo (2 - 4 mts)",48,"Mediano",-68.8446270692,-32.865512913,4,"Cuarta Oeste",1173332.70145,0,0.463552701519802,0
11959,"Morera","02/06/2010 11:43","Medio (4 - 8 mts)",205,"Grande",-68.8516259657,-32.8682510774,6,"Residencial Norte",2694682.37982,0,0.581027192762122,1
22621,"Acacia SP","23/06/2011 09:26","Medio (4 - 8 mts)",76,"Grande",-68.8619490184,-32.9015284755,5,"Residencial Sur",2423808.92355,0,0.243840505601838,0
38953,"Morera","03/01/2011 09:30","Medio (4 - 8 mts)",55,"Mediano",-68.8558876825,-32.8709424783,6,"Residencial Norte",2694682.37982,0,0.678217330016196,1
33320,"Pltano","24/06/2011 09:51","Alto (> 8 mts)",180,"Grande",-68.8570705888,-32.8906894829,5,"Residencial Sur",2423808.92355,0,0.851408680668101,1
45444,"Morera","09/09/2011 08:57","Medio (4 - 8 mts)",80,"Grande",-68.8248072712,-32.8730089881,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.751386588905007,1
9064,"Prunas","15/02/2011 13:32","Medio (4 - 8 mts)",50,"Mediano",-68.8550184846,-32.8654434635,6,"Residencial Norte",2694682.37982,0,0.309799990616739,0
48252,"Morera","02/09/2011 10:21","Medio (4 - 8 mts)",124,"Grande",-68.8303662016,-32.8699573828,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.807998187839985,1
40644,"Pltano","15/04/2011 10:33","Alto (> 8 mts)",190,"Grande",-68.8439030397,-32.8851720846,1,"Parque Central",1655357.93265,0,0.00855713617056608,0
22881,"Perenne","29/06/2011 16:50","Bajo (2 - 4 mts)",28,"Mediano",-68.8549922377,-32.9016194505,5,"Residencial Sur",2423808.92355,0,0.271451293025166,0
18623,"Paraiso","06/07/2011 11:15","Alto (> 8 mts)",133,"Grande",-68.8376385661,-32.8740478295,4,"Cuarta Oeste",1173332.70145,0,0.499561519594863,0
8170,"Morera","03/03/2011 13:42","Alto (> 8 mts)",67,"Grande",-68.8436473159,-32.8913537451,2,"Barrio Civico",2366816.36021,1,0.819039540365338,1
5075,"Morera","10/08/2011 11:19","Medio (4 - 8 mts)",40,"Mediano",-68.8392047683,-32.8634834122,4,"Cuarta Oeste",1173332.70145,0,0.546195790404454,1
5903,"Paraiso","26/04/2011 10:10","Alto (> 8 mts)",102,"Grande",-68.8414252795,-32.8878847259,3,"Parque O'Higgins",1531146.02653,0,0.397796757053584,0
26893,"Fresno europeo","28/10/2011 17:14","Alto (> 8 mts)",130,"Grande",-68.8375691305,-32.8874155013,3,"Parque O'Higgins",1531146.02653,0,0.534574516117573,1
41401,"Fresno americano","15/04/2011 11:02","Alto (> 8 mts)",82,"Grande",-68.8423394118,-32.8819296408,1,"Parque Central",1655357.93265,0,0.637438176898286,1
13246,"Morera","21/02/2011 11:57","Medio (4 - 8 mts)",116,"Grande",-68.8473901218,-32.8661487864,6,"Residencial Norte",2694682.37982,0,0.859941537259147,1
10329,"Fresno europeo","30/11/2010 13:26","Medio (4 - 8 mts)",35,"Mediano",-68.8566459997,-32.8720914239,6,"Residencial Norte",2694682.37982,0,0.531756069511175,1
41276,"Fresno europeo","11/04/2011 10:01","Bajo (2 - 4 mts)",21,"Mediano",-68.8406423213,-32.8818760106,1,"Parque Central",1655357.93265,0,0.582273146836087,1
8630,"Caducifolio","31/01/2011 12:58","Bajo (2 - 4 mts)",10,"Chico",-68.8393061091,-32.9032159051,2,"Barrio Civico",2366816.36021,0,0.692653624806553,1
6063,"Morera","08/04/2011 12:21","Alto (> 8 mts)",194,"Grande",-68.8451013821,-32.88196502,1,"Parque Central",1655357.93265,0,0.491212789900601,0
44802,"Morera","26/08/2011 10:51","Alto (> 8 mts)",220,"Grande",-68.8237220044,-32.870130429,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.294503912562504,0
40964,"Morera","14/04/2011 15:27","Alto (> 8 mts)",162,"Grande",-68.8418070213,-32.8848839464,1,"Parque Central",1655357.93265,0,0.758596808416769,1
22588,"Algarrobo","24/06/2011 09:26","Alto (> 8 mts)",98,"Grande",-68.8613649694,-32.9011091069,5,"Residencial Sur",2423808.92355,1,0.624499912140891,1
20481,"Morera","02/06/2011 12:50","Alto (> 8 mts)",115,"Grande",-68.8595085659,-32.8974557294,5,"Residencial Sur",2423808.92355,0,0.280102670425549,0
12350,"Olmo bola","18/01/2011 09:14","Muy bajo (1 - 2 mts)",2,"Chico",-68.8475063246,-32.8662872905,6,"Residencial Norte",2694682.37982,0,0.22605423652567,0
28678,"Pltano","02/03/2011 09:01","Alto (> 8 mts)",142,"Grande",-68.8464154233,-32.8914484166,2,"Barrio Civico",2366816.36021,0,0.708666256163269,1
17168,"Morera","06/07/2011 10:06","Alto (> 8 mts)",170,"Grande",-68.8351854001,-32.8635463734,4,"Cuarta Oeste",1173332.70145,1,0.160358217079192,0
19014,"Morera","12/07/2011 09:58","Medio (4 - 8 mts)",60,"Mediano",-68.8398414624,-32.8707637432,4,"Cuarta Oeste",1173332.70145,0,0.131928091403097,0
5520,"Morera","27/04/2011 12:19","Medio (4 - 8 mts)",57,"Mediano",-68.8381880475,-32.8761234331,1,"Parque Central",1655357.93265,0,0.481444847304374,0
4122,"Morera","28/09/2011 10:53","Medio (4 - 8 mts)",190,"Grande",-68.8247175079,-32.8750126038,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0635149767622352,0
35268,"Fresno americano","24/06/2011 10:05","Medio (4 - 8 mts)",160,"Grande",-68.852173756,-32.8826809001,1,"Parque Central",1655357.93265,0,0.39724840852432,0
4914,"Acer","20/07/2011 10:16","Bajo (2 - 4 mts)",40,"Mediano",-68.8429031978,-32.8658494441,4,"Cuarta Oeste",1173332.70145,0,0.127768386621028,0
29758,"Morera","15/03/2011 08:47","Medio (4 - 8 mts)",136,"Grande",-68.840435678,-32.8937872246,2,"Barrio Civico",2366816.36021,0,0.474728192202747,0
22282,"Morera","15/06/2011 10:50","Alto (> 8 mts)",113,"Grande",-68.855924708,-32.8981843652,5,"Residencial Sur",2423808.92355,0,0.0723978381138295,0
28011,"Morera","04/11/2011 08:58","Alto (> 8 mts)",100,"Grande",-68.8357144792,-32.8941510208,3,"Parque O'Higgins",1531146.02653,0,0.351924754446372,0
28035,"Fresno americano","16/03/2011 18:56","Alto (> 8 mts)",36,"Mediano",-68.8466492967,-32.8929399026,2,"Barrio Civico",2366816.36021,0,0.0551171738188714,0
46023,"Fresno europeo","20/09/2011 09:25","Medio (4 - 8 mts)",178,"Grande",-68.8218248515,-32.8734574717,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.686214288929477,1
14024,"Morera","29/11/2011 16:36","Bajo (2 - 4 mts)",70,"Grande",-68.8788530469,-32.8652671258,8,"Aeroparque",2203364.73622,0,0.299567515961826,0
37952,"Morera","26/08/2010 09:23","Medio (4 - 8 mts)",115,"Grande",-68.8475303828,-32.8735631441,6,"Residencial Norte",2694682.37982,0,0.929697152459994,1
22037,"Morera","16/05/2011 10:05","Alto (> 8 mts)",210,"Grande",-68.8570942743,-32.8934234268,5,"Residencial Sur",2423808.92355,0,0.988079157657921,1
38431,"Paraiso","03/11/2010 11:08","Alto (> 8 mts)",260,"Grande",-68.8510122288,-32.8701471961,6,"Residencial Norte",2694682.37982,1,0.754779748385772,1
18093,"Morera","01/08/2011 10:06","Alto (> 8 mts)",145,"Grande",-68.8399508375,-32.8679484136,4,"Cuarta Oeste",1173332.70145,0,0.197874613106251,0
17204,"Morera","30/06/2011 13:10","Muy bajo (1 - 2 mts)",2,"Chico",-68.8354413727,-32.8624571919,4,"Cuarta Oeste",1173332.70145,0,0.740652296924964,1
16707,"Paraiso","22/07/2011 09:19","Alto (> 8 mts)",153,"Grande",-68.840258618,-32.8636789207,4,"Cuarta Oeste",1173332.70145,0,0.31427145935595,0
25411,"Fresno europeo","14/02/2011 12:40","Bajo (2 - 4 mts)",25,"Mediano",-68.836813841,-32.9005501318,2,"Barrio Civico",2366816.36021,0,0.988553071161732,1
37571,"Morera","16/11/2010 10:36","Alto (> 8 mts)",190,"Grande",-68.8570829929,-32.870155949,6,"Residencial Norte",2694682.37982,0,0.258536000270396,0
3706,"Fresno europeo","26/08/2011 11:16","Medio (4 - 8 mts)",110,"Grande",-68.8228849039,-32.8696386322,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.46113749826327,0
24440,"Fresno europeo","20/01/2011 12:10","Alto (> 8 mts)",150,"Grande",-68.8450398407,-32.903056616,2,"Barrio Civico",2366816.36021,0,0.809622040018439,1
35500,"Morera","06/04/2011 11:44","Alto (> 8 mts)",140,"Grande",-68.855800457,-32.8808848113,6,"Residencial Norte",2694682.37982,0,0.625851250486448,1
27079,"Pltano","21/10/2011 14:39","Alto (> 8 mts)",260,"Grande",-68.8386235996,-32.8881545278,3,"Parque O'Higgins",1531146.02653,0,0.35608149622567,0
7613,"Caducifolio","03/06/2011 15:48","Muy bajo (1 - 2 mts)",8,"Chico",-68.8587607802,-32.8833587043,7,"Residencial Parque",1786336.08966,0,0.130406721960753,0
18757,"Paraiso","06/07/2011 12:06","Medio (4 - 8 mts)",62,"Grande",-68.8371519188,-32.8726611042,4,"Cuarta Oeste",1173332.70145,0,0.674069920554757,1
35667,"Morera","18/03/2011 10:08","Medio (4 - 8 mts)",100,"Grande",-68.8557220376,-32.8747198451,6,"Residencial Norte",2694682.37982,0,0.40906120184809,0
4755,"Tilo","03/08/2011 09:33","Medio (4 - 8 mts)",68,"Grande",-68.8344271252,-32.8659494732,4,"Cuarta Oeste",1173332.70145,0,0.699400278972462,1
8081,"Conifera","02/03/2011 12:30","Bajo (2 - 4 mts)",48,"Mediano",-68.8395699133,-32.8906232107,3,"Parque O'Higgins",1531146.02653,0,0.479075120994821,0
33470,"Pltano","15/06/2011 10:02","Alto (> 8 mts)",154,"Grande",-68.8567444501,-32.8896480048,5,"Residencial Sur",2423808.92355,0,0.479197840206325,0
17526,"Fresno europeo","28/07/2011 09:29","Medio (4 - 8 mts)",40,"Mediano",-68.8389702076,-32.8672398577,4,"Cuarta Oeste",1173332.70145,0,0.410405437462032,0
30841,"Olmo bola","14/02/2011 13:30","Medio (4 - 8 mts)",70,"Grande",-68.8556479698,-32.8665901387,6,"Residencial Norte",2694682.37982,0,0.153168993070722,0
26349,"Fresno europeo","21/10/2011 10:05","Alto (> 8 mts)",190,"Grande",-68.8332606171,-32.8876848985,3,"Parque O'Higgins",1531146.02653,0,0.652113385731354,1
15076,"Acacia SP","17/11/2011 12:08","Muy bajo (1 - 2 mts)",1,"Chico",-68.8590208842,-32.8696076606,6,"Residencial Norte",2694682.37982,0,0.290580915287137,0
31578,"Morera","13/06/2011 11:18","Alto (> 8 mts)",121,"Grande",-68.8591732166,-32.8891854904,5,"Residencial Sur",2423808.92355,0,0.899509190348908,1
35326,"Morera","23/06/2011 10:36","Medio (4 - 8 mts)",130,"Grande",-68.8541391628,-32.8826383034,5,"Residencial Sur",2423808.92355,0,0.48557525058277,0
37841,"Morera","24/11/2010 11:51","Alto (> 8 mts)",190,"Grande",-68.8530053137,-32.8726161858,6,"Residencial Norte",2694682.37982,0,0.708041122183204,1
25235,"Morera","09/02/2011 09:11","Alto (> 8 mts)",170,"Grande",-68.8386249368,-32.8974532444,2,"Barrio Civico",2366816.36021,0,0.183775259647518,0
29147,"Paraiso","10/03/2011 12:59","Alto (> 8 mts)",180,"Grande",-68.8467810147,-32.8884292803,2,"Barrio Civico",2366816.36021,0,0.71372973988764,1
26073,"Fresno americano","04/11/2011 17:46","Bajo (2 - 4 mts)",120,"Grande",-68.8338533676,-32.8861019848,3,"Parque O'Higgins",1531146.02653,0,0.681451241020113,1
38101,"Fresno americano","02/12/2010 12:58","Bajo (2 - 4 mts)",23,"Mediano",-68.8469924356,-32.87226955,6,"Residencial Norte",2694682.37982,0,0.631531685590744,1
45116,"Paraiso sombrilla","31/08/2011 15:51","Alto (> 8 mts)",160,"Grande",-68.8257565021,-32.8706287476,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.473769208183512,0
39958,"Acer","27/04/2011 13:10","Medio (4 - 8 mts)",130,"Grande",-68.8437369505,-32.8773799603,1,"Parque Central",1655357.93265,0,0.959970463765785,1
15041,"Paraiso sombrilla","22/12/2011 17:11","Medio (4 - 8 mts)",95,"Grande",-68.8813077375,-32.8715938527,8,"Aeroparque",2203364.73622,0,0.256971580907702,0
43209,"Morera","11/11/2011 09:23","Medio (4 - 8 mts)",60,"Mediano",-68.8279761337,-32.881504269,3,"Parque O'Higgins",1531146.02653,0,0.678393605165184,1
5262,"Morera","02/05/2011 11:59","Alto (> 8 mts)",200,"Grande",-68.8433879559,-32.8743581525,1,"Parque Central",1655357.93265,0,0.472508041886613,0
6897,"Perenne","24/05/2011 12:47","Bajo (2 - 4 mts)",300,"Grande",-68.8607175168,-32.8947150073,5,"Residencial Sur",2423808.92355,0,0.336324681760743,0
43161,"Fresno americano","05/10/2011 07:33","Alto (> 8 mts)",130,"Grande",-68.8308542838,-32.8790747062,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.404681424610317,0
23473,"Morera","24/01/2011 15:47","Alto (> 8 mts)",124,"Grande",-68.8492842631,-32.9023718314,2,"Barrio Civico",2366816.36021,0,0.130028074840084,0
47557,"Fresno europeo","19/09/2011 08:55","Alto (> 8 mts)",58,"Mediano",-68.8274636696,-32.8713293081,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.915482740616426,1
34876,"Morera","29/03/2011 10:35","Medio (4 - 8 mts)",66,"Grande",-68.8516395351,-32.8799914193,6,"Residencial Norte",2694682.37982,0,0.100390109233558,0
35545,"Morera","16/06/2011 13:14","Medio (4 - 8 mts)",120,"Grande",-68.8570077594,-32.8828759658,5,"Residencial Sur",2423808.92355,0,0.505806408589706,1
945,"Paraiso","10/01/2012 17:35","Muy bajo (1 - 2 mts)",8,"Chico",-68.848539123,-32.8731849981,6,"Residencial Norte",2694682.37982,0,0.69539071735926,1
34627,"Conifera","31/03/2011 11:34","Medio (4 - 8 mts)",50,"Mediano",-68.8493617645,-32.8769608017,6,"Residencial Norte",2694682.37982,0,0.762039872584864,1
17486,"Pltano","16/01/2012 09:10","Alto (> 8 mts)",150,"Grande",-68.8351540563,-32.8680526604,4,"Cuarta Oeste",1173332.70145,1,0.500328750582412,1
7799,"Fresno europeo","12/05/2011 08:53","Medio (4 - 8 mts)",120,"Grande",-68.8566487653,-32.885519488,5,"Residencial Sur",2423808.92355,1,0.961239257594571,1
27421,"Morera","25/10/2011 09:42","Alto (> 8 mts)",152,"Grande",-68.8352602802,-32.8927861244,3,"Parque O'Higgins",1531146.02653,0,0.812123009236529,1
47831,"Pltano","21/09/2011 10:06","Alto (> 8 mts)",300,"Grande",-68.8282745561,-32.8741566927,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.820166263030842,1
13271,"Morera","23/02/2011 12:23","Alto (> 8 mts)",180,"Grande",-68.8476757673,-32.8646708829,6,"Residencial Norte",2694682.37982,0,0.388371541164815,0
30710,"Aguaribay","04/02/2011 11:53","Alto (> 8 mts)",170,"Grande",-68.855628322,-32.8677072124,6,"Residencial Norte",2694682.37982,0,0.696816145908087,1
29008,"Morera","20/04/2011 11:50","Alto (> 8 mts)",75,"Grande",-68.8451272155,-32.8865697578,1,"Parque Central",1655357.93265,1,0.50979644455947,1
13486,"Morera","31/01/2011 13:05","Alto (> 8 mts)",220,"Grande",-68.8520014616,-32.8637694896,6,"Residencial Norte",2694682.37982,0,0.135526719968766,0
21400,"Pltano","11/05/2011 09:44","Alto (> 8 mts)",170,"Grande",-68.8550651786,-32.8923799104,5,"Residencial Sur",2423808.92355,0,0.213055078405887,0
12958,"Prunas","11/01/2011 13:54","Bajo (2 - 4 mts)",20,"Chico",-68.8439539166,-32.8635016294,4,"Cuarta Oeste",1173332.70145,0,0.701395644573495,1
39824,"Tipa","29/04/2011 10:12","Alto (> 8 mts)",250,"Grande",-68.8468952034,-32.883012414,1,"Parque Central",1655357.93265,0,0.157233508536592,0
16820,"Prunas","09/08/2011 09:21","Bajo (2 - 4 mts)",30,"Mediano",-68.838635638,-32.8653366061,4,"Cuarta Oeste",1173332.70145,0,0.636325278552249,1
47211,"Morera","19/09/2011 10:54","Alto (> 8 mts)",126,"Grande",-68.8321661518,-32.8744504265,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.360003564041108,0
30457,"Pltano","18/02/2011 14:08","Muy bajo (1 - 2 mts)",8,"Chico",-68.8410183817,-32.8881551866,3,"Parque O'Higgins",1531146.02653,0,0.063164453022182,0
33289,"Pltano","27/06/2011 09:23","Medio (4 - 8 mts)",18,"Chico",-68.8564182611,-32.8898231594,5,"Residencial Sur",2423808.92355,0,0.714404106838629,1
35568,"Morera","09/03/2011 10:09","Alto (> 8 mts)",145,"Grande",-68.8559093073,-32.8734273022,6,"Residencial Norte",2694682.37982,0,0.678907009540126,1
7097,"Fresno europeo","01/06/2011 12:15","Medio (4 - 8 mts)",103,"Grande",-68.8608946257,-32.8978493333,5,"Residencial Sur",2423808.92355,0,0.171504392521456,0
27953,"Morera","03/11/2011 09:58","Alto (> 8 mts)",92,"Grande",-68.83659015,-32.8940050816,3,"Parque O'Higgins",1531146.02653,0,0.705806854413822,1
12497,"Morera","25/01/2011 13:22","Alto (> 8 mts)",180,"Grande",-68.8486971973,-32.8677343608,6,"Residencial Norte",2694682.37982,0,0.277430163696408,0
40153,"Ligustro","14/04/2011 11:58","Medio (4 - 8 mts)",80,"Grande",-68.8442485478,-32.8793565689,1,"Parque Central",1655357.93265,0,0.544764967868105,1
22136,"Fresno europeo","13/05/2011 14:06","Medio (4 - 8 mts)",28,"Mediano",-68.8556031502,-32.8991106301,5,"Residencial Sur",2423808.92355,1,0.0664609503000975,0
45144,"Fresno europeo","01/09/2011 11:44","Medio (4 - 8 mts)",110,"Grande",-68.8244147587,-32.8704832443,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.502289515919983,1
39914,"Morera","02/05/2011 10:09","Medio (4 - 8 mts)",170,"Grande",-68.8431307463,-32.8758386583,1,"Parque Central",1655357.93265,0,0.412415192462504,0
36828,"Acer","07/04/2011 11:40","Medio (4 - 8 mts)",70,"Grande",-68.8587362807,-32.8803217368,7,"Residencial Parque",1786336.08966,0,0.36176861776039,0
45118,"Morera","31/08/2011 15:47","Alto (> 8 mts)",128,"Grande",-68.8257733458,-32.8707577259,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.148906440008432,0
20011,"lamo criollo","11/08/2011 09:50","Alto (> 8 mts)",250,"Grande",-68.8333106664,-32.8666841324,4,"Cuarta Oeste",1173332.70145,0,0.291767943883315,0
2019,"Morera","02/11/2011 08:51","Medio (4 - 8 mts)",95,"Grande",-68.8329485656,-32.8948666297,3,"Parque O'Higgins",1531146.02653,1,0.434360418003052,0
47504,"Morera","29/08/2011 14:29","Alto (> 8 mts)",152,"Grande",-68.8274344034,-32.8709927556,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.91410555690527,1
12513,"Fresno europeo","25/01/2011 13:52","Medio (4 - 8 mts)",67,"Grande",-68.8492894229,-32.8681942151,6,"Residencial Norte",2694682.37982,0,0.855269935680553,1
17577,"Acer","28/07/2011 09:32","Medio (4 - 8 mts)",70,"Grande",-68.8405139284,-32.8663494099,4,"Cuarta Oeste",1173332.70145,0,0.500645814929157,1
14638,"Acacia SP","12/12/2011 12:37","Medio (4 - 8 mts)",40,"Mediano",-68.8793491446,-32.8655346568,8,"Aeroparque",2203364.73622,0,0.348790891468525,0
35197,"Morera","29/03/2011 10:27","Alto (> 8 mts)",86,"Grande",-68.8524194396,-32.8824211421,1,"Parque Central",1655357.93265,0,0.493724628584459,0
23031,"Morera","10/06/2011 18:44","Alto (> 8 mts)",82,"Grande",-68.8623428989,-32.9016439879,5,"Residencial Sur",2423808.92355,0,0.445475698914379,0
9078,"Paraiso sombrilla","17/02/2011 13:21","Medio (4 - 8 mts)",126,"Grande",-68.8547763057,-32.8658087181,6,"Residencial Norte",2694682.37982,0,0.674092025263235,1
18719,"Morera","12/07/2011 20:10","Medio (4 - 8 mts)",15,"Chico",-68.8367932456,-32.8732926123,4,"Cuarta Oeste",1173332.70145,0,0.0181391048245132,0
14049,"Acer","05/12/2011 12:24","Medio (4 - 8 mts)",35,"Mediano",-68.8763403882,-32.867558247,8,"Aeroparque",2203364.73622,0,0.388230108423159,0
43344,"Acacia SP","26/10/2011 13:03","Alto (> 8 mts)",200,"Grande",-68.8324378636,-32.8804238766,3,"Parque O'Higgins",1531146.02653,0,0.666700856061652,1
784,"Aguaribay","14/12/2011 10:33","Bajo (2 - 4 mts)",35,"Mediano",-68.879554013,-32.8673239091,8,"Aeroparque",2203364.73622,0,0.0963554498739541,0
8918,"Morera","26/01/2011 10:05","Bajo (2 - 4 mts)",33,"Mediano",-68.8487281001,-32.8686438746,6,"Residencial Norte",2694682.37982,0,0.624240990495309,1
28581,"Morera","22/02/2011 09:50","Alto (> 8 mts)",145,"Grande",-68.8487569582,-32.8901478735,5,"Residencial Sur",2423808.92355,0,0.0685696643777192,0
17520,"Paraiso","28/07/2011 09:57","Alto (> 8 mts)",148,"Grande",-68.8395034166,-32.8670863612,4,"Cuarta Oeste",1173332.70145,0,0.0695324700791389,0
